C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A030,R083,01-03-01,23 ST,NRW,BMT,02/07/2020,07:00:00,REGULAR,0010345403,0003170036                                                
A030,R083,01-03-01,23 ST,NRW,BMT,02/07/2020,11:00:00,REGULAR,0010345622,0003170390                                                
A030,R083,01-03-01,23 ST,NRW,BMT,02/07/2020,15:00:00,REGULAR,0010345997,0003170512                                                
A030,R083,01-03-01,23 ST,NRW,BMT,02/07/2020,19:00:00,REGULAR,0010347091,0003170679                                                
A030,R083,01-03-01,23 ST,NRW,BMT,02/07/2020,23:00:00,REGULAR,0010347471,0003170721                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/01/2020,03:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/01/2020,07:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/01/2020,11:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/01/2020,15:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/01/2020,19:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/01/2020,23:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/02/2020,03:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/02/2020,07:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/02/2020,11:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/02/2020,15:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/02/2020,19:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/02/2020,23:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/03/2020,03:00:00,REGULAR,0011584466,0003536154                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/03/2020,07:00:00,REGULAR,0011584489,0003536202                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/03/2020,11:00:00,REGULAR,0011584973,0003536697                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/03/2020,15:00:00,REGULAR,0011585567,0003536898                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/03/2020,19:00:00,REGULAR,0011586956,0003537074                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/03/2020,23:00:00,REGULAR,0011587754,0003537127                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/04/2020,03:00:00,REGULAR,0011587827,0003537135                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/04/2020,07:00:00,REGULAR,0011587855,0003537181                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/04/2020,11:00:00,REGULAR,0011588405,0003537750                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/04/2020,15:00:00,REGULAR,0011589034,0003537952                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/04/2020,19:00:00,REGULAR,0011590441,0003538174                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/04/2020,23:00:00,REGULAR,0011591263,0003538243                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/05/2020,03:00:00,REGULAR,0011591340,0003538254                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/05/2020,07:00:00,REGULAR,0011591364,0003538314                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/05/2020,11:00:00,REGULAR,0011591876,0003538915                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/05/2020,15:00:00,REGULAR,0011592562,0003539072                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/05/2020,19:00:00,REGULAR,0011594110,0003539268                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/05/2020,23:00:00,REGULAR,0011594994,0003539328                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/06/2020,03:00:00,REGULAR,0011595101,0003539338                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/06/2020,07:00:00,REGULAR,0011595123,0003539387                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/06/2020,11:00:00,REGULAR,0011595685,0003539939                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/06/2020,15:00:00,REGULAR,0011596322,0003540166                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/06/2020,19:00:00,REGULAR,0011597842,0003540342                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/06/2020,23:00:00,REGULAR,0011598691,0003540418                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/07/2020,03:00:00,REGULAR,0011598826,0003540433                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/07/2020,07:00:00,REGULAR,0011598850,0003540479                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/07/2020,11:00:00,REGULAR,0011599372,0003541007                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/07/2020,15:00:00,REGULAR,0011600041,0003541175                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/07/2020,19:00:00,REGULAR,0011601446,0003541343                                                
A030,R083,01-03-02,23 ST,NRW,BMT,02/07/2020,23:00:00,REGULAR,0011602065,0003541426                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/01/2020,03:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/01/2020,07:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/01/2020,11:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/01/2020,15:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/01/2020,19:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/01/2020,23:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/02/2020,03:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/02/2020,07:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/02/2020,11:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/02/2020,15:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/02/2020,19:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/02/2020,23:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/03/2020,03:00:00,REGULAR,0009018980,0004687946                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/03/2020,07:00:00,REGULAR,0009018999,0004687963                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/03/2020,11:00:00,REGULAR,0009019461,0004688209                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/03/2020,15:00:00,REGULAR,0009019803,0004688426                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/03/2020,19:00:00,REGULAR,0009020654,0004688653                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/03/2020,23:00:00,REGULAR,0009021040,0004688715                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/04/2020,03:00:00,REGULAR,0009021083,0004688719                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/04/2020,07:00:00,REGULAR,0009021109,0004688735                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/04/2020,11:00:00,REGULAR,0009021628,0004688981                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/04/2020,15:00:00,REGULAR,0009022043,0004689171                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/04/2020,19:00:00,REGULAR,0009022974,0004689417                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/04/2020,23:00:00,REGULAR,0009023399,0004689494                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/05/2020,03:00:00,REGULAR,0009023453,0004689496                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/05/2020,07:00:00,REGULAR,0009023484,0004689517                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/05/2020,11:00:00,REGULAR,0009024000,0004689781                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/05/2020,15:00:00,REGULAR,0009024425,0004690018                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/05/2020,19:00:00,REGULAR,0009025223,0004690224                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/05/2020,23:00:00,REGULAR,0009025597,0004690310                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/06/2020,03:00:00,REGULAR,0009025669,0004690311                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/06/2020,07:00:00,REGULAR,0009025689,0004690335                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/06/2020,11:00:00,REGULAR,0009026244,0004690615                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/06/2020,15:00:00,REGULAR,0009026624,0004690831                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/06/2020,19:00:00,REGULAR,0009027657,0004691089                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/06/2020,23:00:00,REGULAR,0009028107,0004691173                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/07/2020,03:00:00,REGULAR,0009028168,0004691181                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/07/2020,07:00:00,REGULAR,0009028186,0004691198                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/07/2020,11:00:00,REGULAR,0009028734,0004691478                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/07/2020,15:00:00,REGULAR,0009029166,0004691709                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/07/2020,19:00:00,REGULAR,0009030098,0004691975                                                
A030,R083,01-06-00,23 ST,NRW,BMT,02/07/2020,23:00:00,REGULAR,0009030516,0004692069                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/01/2020,03:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/01/2020,07:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/01/2020,11:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/01/2020,15:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/01/2020,19:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/01/2020,23:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/02/2020,03:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/02/2020,07:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/02/2020,11:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/02/2020,15:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/02/2020,19:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/02/2020,23:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/03/2020,03:00:00,REGULAR,0086084701,0001353632                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/03/2020,07:00:00,REGULAR,0086084702,0001353646                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/03/2020,11:00:00,REGULAR,0086084918,0001353875                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/03/2020,15:00:00,REGULAR,0086085130,0001353995                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/03/2020,19:00:00,REGULAR,0086085826,0001354164                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/03/2020,23:00:00,REGULAR,0086086050,0001354204                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/04/2020,03:00:00,REGULAR,0086086063,0001354209                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/04/2020,07:00:00,REGULAR,0086086065,0001354228                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/04/2020,11:00:00,REGULAR,0086086328,0001354529                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/04/2020,15:00:00,REGULAR,0086086589,0001354688                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/04/2020,19:00:00,REGULAR,0086087327,0001354885                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/04/2020,23:00:00,REGULAR,0086087599,0001354940                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/05/2020,03:00:00,REGULAR,0086087620,0001354942                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/05/2020,07:00:00,REGULAR,0086087624,0001354959                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/05/2020,11:00:00,REGULAR,0086087909,0001355274                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/05/2020,15:00:00,REGULAR,0086088229,0001355412                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/05/2020,19:00:00,REGULAR,0086089128,0001355597                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/05/2020,23:00:00,REGULAR,0086089481,0001355624                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/06/2020,03:00:00,REGULAR,0086089510,0001355626                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/06/2020,07:00:00,REGULAR,0086089516,0001355644                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/06/2020,11:00:00,REGULAR,0086089734,0001355922                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/06/2020,15:00:00,REGULAR,0086089958,0001356054                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/06/2020,19:00:00,REGULAR,0086090685,0001356249                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/06/2020,23:00:00,REGULAR,0086090969,0001356296                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/07/2020,03:00:00,REGULAR,0086090991,0001356304                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/07/2020,07:00:00,REGULAR,0086090991,0001356325                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/07/2020,11:00:00,REGULAR,0086091213,0001356587                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/07/2020,15:00:00,REGULAR,0086091496,0001356748                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/07/2020,19:00:00,REGULAR,0086092218,0001356925                                                
A030,R083,01-06-01,23 ST,NRW,BMT,02/07/2020,23:00:00,REGULAR,0086092493,0001356970                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/01/2020,03:00:00,REGULAR,0001762488,0000986072                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/01/2020,07:00:00,REGULAR,0001762505,0000986086                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/01/2020,11:00:00,REGULAR,0001762623,0000986251                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/01/2020,15:00:00,REGULAR,0001763003,0000986482                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/01/2020,19:00:00,REGULAR,0001763491,0000986723                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/01/2020,23:00:00,REGULAR,0001763745,0000986847                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/02/2020,03:00:00,REGULAR,0001763829,0000986876                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/02/2020,07:00:00,REGULAR,0001763845,0000986890                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/02/2020,11:00:00,REGULAR,0001763919,0000986972                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/02/2020,15:00:00,REGULAR,0001764218,0000987173                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/02/2020,19:00:00,REGULAR,0001764628,0000987354                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/02/2020,23:00:00,REGULAR,0001764814,0000987405                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/03/2020,03:00:00,REGULAR,0001764860,0000987414                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/03/2020,07:00:00,REGULAR,0001764870,0000987472                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/03/2020,11:00:00,REGULAR,0001765099,0000988204                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/03/2020,15:00:00,REGULAR,0001765541,0000988471                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/03/2020,19:00:00,REGULAR,0001766650,0000988822                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/03/2020,23:00:00,REGULAR,0001767148,0000988911                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/04/2020,03:00:00,REGULAR,0001767199,0000988921                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/04/2020,07:00:00,REGULAR,0001767212,0000988981                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/04/2020,11:00:00,REGULAR,0001767483,0000989772                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/04/2020,15:00:00,REGULAR,0001767907,0000990072                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/04/2020,19:00:00,REGULAR,0001768877,0000990431                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/04/2020,23:00:00,REGULAR,0001769461,0000990517                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/05/2020,03:00:00,REGULAR,0001769532,0000990528                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/05/2020,07:00:00,REGULAR,0001769543,0000990597                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/05/2020,11:00:00,REGULAR,0001769814,0000991398                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/05/2020,15:00:00,REGULAR,0001770245,0000991656                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/05/2020,19:00:00,REGULAR,0001771439,0000992045                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/05/2020,23:00:00,REGULAR,0001771993,0000992161                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/06/2020,03:00:00,REGULAR,0001772051,0000992167                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/06/2020,07:00:00,REGULAR,0001772070,0000992231                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/06/2020,11:00:00,REGULAR,0001772290,0000992992                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/06/2020,15:00:00,REGULAR,0001772729,0000993261                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/06/2020,19:00:00,REGULAR,0001773875,0000993604                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/06/2020,23:00:00,REGULAR,0001774451,0000993679                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/07/2020,03:00:00,REGULAR,0001774536,0000993690                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/07/2020,07:00:00,REGULAR,0001774555,0000993728                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/07/2020,11:00:00,REGULAR,0001774797,0000994434                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/07/2020,15:00:00,REGULAR,0001775290,0000994682                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/07/2020,19:00:00,REGULAR,0001776477,0000994984                                                
A031,R083,00-00-00,23 ST,NRW,BMT,02/07/2020,23:00:00,REGULAR,0001776959,0000995101                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/01/2020,03:00:00,REGULAR,0004977129,0001680604                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/01/2020,07:00:00,REGULAR,0004977143,0001680608                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/01/2020,11:00:00,REGULAR,0004977241,0001680666                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/01/2020,15:00:00,REGULAR,0004977567,0001680747                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/01/2020,19:00:00,REGULAR,0004977956,0001680824                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/01/2020,23:00:00,REGULAR,0004978180,0001680877                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/02/2020,03:00:00,REGULAR,0004978226,0001680888                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/02/2020,07:00:00,REGULAR,0004978235,0001680893                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/02/2020,11:00:00,REGULAR,0004978286,0001680921                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/02/2020,15:00:00,REGULAR,0004978482,0001681000                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/02/2020,19:00:00,REGULAR,0004978794,0001681071                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/02/2020,23:00:00,REGULAR,0004978934,0001681088                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/03/2020,03:00:00,REGULAR,0004978966,0001681092                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/03/2020,07:00:00,REGULAR,0004978976,0001681106                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/03/2020,11:00:00,REGULAR,0004979142,0001681505                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/03/2020,15:00:00,REGULAR,0004979439,0001681569                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/03/2020,19:00:00,REGULAR,0004980327,0001681685                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/03/2020,23:00:00,REGULAR,0004980676,0001681716                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/04/2020,03:00:00,REGULAR,0004980713,0001681725                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/04/2020,07:00:00,REGULAR,0004980726,0001681750                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/04/2020,11:00:00,REGULAR,0004980897,0001682145                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/04/2020,15:00:00,REGULAR,0004981158,0001682230                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/04/2020,19:00:00,REGULAR,0004982062,0001682386                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/04/2020,23:00:00,REGULAR,0004982447,0001682431                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/05/2020,03:00:00,REGULAR,0004982480,0001682434                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/05/2020,07:00:00,REGULAR,0004982492,0001682450                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/05/2020,11:00:00,REGULAR,0004982667,0001682856                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/05/2020,15:00:00,REGULAR,0004982949,0001682927                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/05/2020,19:00:00,REGULAR,0004983806,0001683046                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/05/2020,23:00:00,REGULAR,0004984229,0001683090                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/06/2020,03:00:00,REGULAR,0004984266,0001683094                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/06/2020,07:00:00,REGULAR,0004984275,0001683118                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/06/2020,11:00:00,REGULAR,0004984464,0001683514                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/06/2020,15:00:00,REGULAR,0004984741,0001683606                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/06/2020,19:00:00,REGULAR,0004985609,0001683781                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/06/2020,23:00:00,REGULAR,0004986028,0001683815                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/07/2020,03:00:00,REGULAR,0004986090,0001683818                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/07/2020,07:00:00,REGULAR,0004986101,0001683833                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/07/2020,11:00:00,REGULAR,0004986265,0001684157                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/07/2020,15:00:00,REGULAR,0004986614,0001684225                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/07/2020,19:00:00,REGULAR,0004987482,0001684375                                                
A031,R083,00-00-01,23 ST,NRW,BMT,02/07/2020,23:00:00,REGULAR,0004987814,0001684428                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/01/2020,03:00:00,REGULAR,0006814682,0003650819                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/01/2020,07:00:00,REGULAR,0006814688,0003650837                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/01/2020,11:00:00,REGULAR,0006814744,0003650933                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/01/2020,15:00:00,REGULAR,0006814959,0003651037                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/01/2020,19:00:00,REGULAR,0006815205,0003651139                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/01/2020,23:00:00,REGULAR,0006815309,0003651182                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/02/2020,03:00:00,REGULAR,0006815343,0003651194                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/02/2020,07:00:00,REGULAR,0006815350,0003651199                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/02/2020,11:00:00,REGULAR,0006815386,0003651261                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/02/2020,15:00:00,REGULAR,0006815533,0003651355                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/02/2020,19:00:00,REGULAR,0006815709,0003651441                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/02/2020,23:00:00,REGULAR,0006815783,0003651463                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/03/2020,03:00:00,REGULAR,0006815797,0003651470                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/03/2020,07:00:00,REGULAR,0006815799,0003651499                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/03/2020,11:00:00,REGULAR,0006815924,0003651914                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/03/2020,15:00:00,REGULAR,0006816132,0003652022                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/03/2020,19:00:00,REGULAR,0006816781,0003652168                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/03/2020,23:00:00,REGULAR,0006817008,0003652214                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/04/2020,03:00:00,REGULAR,0006817036,0003652221                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/04/2020,07:00:00,REGULAR,0006817039,0003652256                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/04/2020,11:00:00,REGULAR,0006817153,0003652711                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/04/2020,15:00:00,REGULAR,0006817351,0003652836                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/04/2020,19:00:00,REGULAR,0006818170,0003653000                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/04/2020,23:00:00,REGULAR,0006818475,0003653040                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/05/2020,03:00:00,REGULAR,0006818502,0003653044                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/05/2020,07:00:00,REGULAR,0006818510,0003653080                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/05/2020,11:00:00,REGULAR,0006818638,0003653541                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/05/2020,15:00:00,REGULAR,0006818854,0003653647                                                
A031,R083,00-00-02,23 ST,NRW,BMT,02/05/2020,19:00:00,REGULAR,0006819551,0003653792                                                
