C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/04/2020,03:00:00,REGULAR,0006548622,0002041972                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/04/2020,07:00:00,REGULAR,0006548627,0002041976                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/04/2020,11:00:00,REGULAR,0006548847,0002042064                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/04/2020,15:00:00,REGULAR,0006549295,0002042137                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/04/2020,19:00:00,REGULAR,0006549949,0002042172                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/04/2020,23:00:00,REGULAR,0006550010,0002042184                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/05/2020,03:00:00,REGULAR,0006550020,0002042188                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/05/2020,07:00:00,REGULAR,0006550026,0002042200                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/05/2020,11:00:00,REGULAR,0006550285,0002042281                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/05/2020,15:00:00,REGULAR,0006550703,0002042364                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/05/2020,19:00:00,REGULAR,0006551251,0002042405                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/05/2020,23:00:00,REGULAR,0006551314,0002042410                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/06/2020,03:00:00,REGULAR,0006551332,0002042415                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/06/2020,07:00:00,REGULAR,0006551337,0002042422                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/06/2020,11:00:00,REGULAR,0006551547,0002042492                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/06/2020,15:00:00,REGULAR,0006551970,0002042562                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/06/2020,19:00:00,REGULAR,0006552581,0002042614                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/06/2020,23:00:00,REGULAR,0006552661,0002042620                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/07/2020,03:00:00,REGULAR,0006552674,0002042625                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/07/2020,07:00:00,REGULAR,0006552678,0002042631                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/07/2020,11:00:00,REGULAR,0006552848,0002042707                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/07/2020,15:00:00,REGULAR,0006553227,0002042762                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/07/2020,19:00:00,REGULAR,0006553744,0002042801                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,02/07/2020,23:00:00,REGULAR,0006553819,0002042817                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/01/2020,03:00:00,REGULAR,0003370749,0000857007                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/01/2020,07:00:00,REGULAR,0003370769,0000857029                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/01/2020,11:00:00,REGULAR,0003370812,0000857096                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/01/2020,15:00:00,REGULAR,0003370941,0000857172                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/01/2020,19:00:00,REGULAR,0003371083,0000857217                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/01/2020,23:00:00,REGULAR,0003371146,0000857245                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/02/2020,03:00:00,REGULAR,0003371185,0000857257                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/02/2020,07:00:00,REGULAR,0003371202,0000857271                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/02/2020,11:00:00,REGULAR,0003371240,0000857320                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/02/2020,15:00:00,REGULAR,0003371332,0000857387                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/02/2020,19:00:00,REGULAR,0003371478,0000857431                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/02/2020,23:00:00,REGULAR,0003371539,0000857451                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/03/2020,03:00:00,REGULAR,0003371559,0000857460                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/03/2020,07:00:00,REGULAR,0003371580,0000857522                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/03/2020,11:00:00,REGULAR,0003371914,0000857797                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/03/2020,15:00:00,REGULAR,0003372425,0000857920                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/03/2020,19:00:00,REGULAR,0003373302,0000857987                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/03/2020,23:00:00,REGULAR,0003373485,0000858017                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/04/2020,03:00:00,REGULAR,0003373524,0000858030                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/04/2020,07:00:00,REGULAR,0003373550,0000858092                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/04/2020,11:00:00,REGULAR,0003373951,0000858367                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/04/2020,15:00:00,REGULAR,0003374606,0000858499                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/04/2020,19:00:00,REGULAR,0003375577,0000858560                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/04/2020,23:00:00,REGULAR,0003375756,0000858600                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/05/2020,03:00:00,REGULAR,0003375818,0000858615                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/05/2020,07:00:00,REGULAR,0003375840,0000858670                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/05/2020,11:00:00,REGULAR,0003376256,0000858937                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/05/2020,15:00:00,REGULAR,0003376935,0000859049                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/05/2020,19:00:00,REGULAR,0003377881,0000859111                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/05/2020,23:00:00,REGULAR,0003378073,0000859144                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/06/2020,03:00:00,REGULAR,0003378114,0000859159                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/06/2020,07:00:00,REGULAR,0003378131,0000859218                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/06/2020,11:00:00,REGULAR,0003378509,0000859503                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/06/2020,15:00:00,REGULAR,0003379169,0000859659                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/06/2020,19:00:00,REGULAR,0003380170,0000859728                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/06/2020,23:00:00,REGULAR,0003380392,0000859772                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/07/2020,03:00:00,REGULAR,0003380449,0000859784                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/07/2020,07:00:00,REGULAR,0003380463,0000859836                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/07/2020,11:00:00,REGULAR,0003380758,0000860091                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/07/2020,15:00:00,REGULAR,0003381329,0000860226                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/07/2020,19:00:00,REGULAR,0003382181,0000860277                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,02/07/2020,23:00:00,REGULAR,0003382349,0000860312                                        
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/01/2020,02:00:00,REGULAR,0000302359,0000085056                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/01/2020,06:00:00,REGULAR,0000302363,0000085060                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/01/2020,10:00:00,REGULAR,0000302381,0000085076                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/01/2020,14:00:00,REGULAR,0000302467,0000085105                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/01/2020,18:00:00,REGULAR,0000302618,0000085164                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/01/2020,22:00:00,REGULAR,0000302697,0000085191                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/02/2020,02:00:00,REGULAR,0000302757,0000085201                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/02/2020,06:00:00,REGULAR,0000302773,0000085205                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/02/2020,10:00:00,REGULAR,0000302794,0000085215                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/02/2020,14:00:00,REGULAR,0000302851,0000085230                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/02/2020,18:00:00,REGULAR,0000302961,0000085254                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/02/2020,22:00:00,REGULAR,0000303030,0000085266                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/03/2020,02:00:00,REGULAR,0000303079,0000085274                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/03/2020,06:00:00,REGULAR,0000303087,0000085281                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/03/2020,10:00:00,REGULAR,0000303152,0000085384                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/03/2020,14:00:00,REGULAR,0000303272,0000085433                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/03/2020,18:00:00,REGULAR,0000303785,0000085493                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/03/2020,22:00:00,REGULAR,0000304199,0000085542                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/04/2020,02:00:00,REGULAR,0000304238,0000085554                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/04/2020,06:00:00,REGULAR,0000304242,0000085561                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/04/2020,10:00:00,REGULAR,0000304326,0000085680                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/04/2020,14:00:00,REGULAR,0000304450,0000085723                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/04/2020,18:00:00,REGULAR,0000304970,0000085817                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/04/2020,22:00:00,REGULAR,0000305400,0000085854                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/05/2020,02:00:00,REGULAR,0000305436,0000085871                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/05/2020,06:00:00,REGULAR,0000305440,0000085879                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/05/2020,10:00:00,REGULAR,0000305509,0000085985                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/05/2020,14:00:00,REGULAR,0000305627,0000086047                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/05/2020,18:00:00,REGULAR,0000306172,0000086114                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/05/2020,22:00:00,REGULAR,0000306583,0000086157                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/06/2020,02:00:00,REGULAR,0000306619,0000086170                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/06/2020,06:00:00,REGULAR,0000306623,0000086175                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/06/2020,10:00:00,REGULAR,0000306694,0000086273                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/06/2020,14:00:00,REGULAR,0000306829,0000086327                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/06/2020,18:00:00,REGULAR,0000307291,0000086400                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/06/2020,22:00:00,REGULAR,0000307684,0000086443                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/07/2020,02:00:00,REGULAR,0000307720,0000086453                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/07/2020,06:00:00,REGULAR,0000307722,0000086457                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/07/2020,10:00:00,REGULAR,0000307794,0000086557                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/07/2020,14:00:00,REGULAR,0000307945,0000086629                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/07/2020,18:00:00,REGULAR,0000308461,0000086721                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,02/07/2020,22:00:00,REGULAR,0000308775,0000086782                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/01/2020,02:00:00,REGULAR,0004733004,0002830876                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/01/2020,06:00:00,REGULAR,0004733005,0002830882                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/01/2020,10:00:00,REGULAR,0004733015,0002830926                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/01/2020,14:00:00,REGULAR,0004733083,0002831068                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/01/2020,18:00:00,REGULAR,0004733200,0002831219                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/01/2020,22:00:00,REGULAR,0004733276,0002831311                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/02/2020,02:00:00,REGULAR,0004733310,0002831360                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/02/2020,06:00:00,REGULAR,0004733317,0002831365                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/02/2020,10:00:00,REGULAR,0004733325,0002831393                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/02/2020,14:00:00,REGULAR,0004733355,0002831496                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/02/2020,18:00:00,REGULAR,0004733437,0002831644                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/02/2020,22:00:00,REGULAR,0004733489,0002831715                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/03/2020,02:00:00,REGULAR,0004733516,0002831739                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/03/2020,06:00:00,REGULAR,0004733518,0002831742                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/03/2020,10:00:00,REGULAR,0004733540,0002832078                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/03/2020,14:00:00,REGULAR,0004733593,0002832281                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/03/2020,18:00:00,REGULAR,0004733913,0002832487                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/03/2020,22:00:00,REGULAR,0004734167,0002832604                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/04/2020,02:00:00,REGULAR,0004734188,0002832625                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/04/2020,06:00:00,REGULAR,0004734189,0002832632                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/04/2020,10:00:00,REGULAR,0004734222,0002833022                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/04/2020,14:00:00,REGULAR,0004734288,0002833211                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/04/2020,18:00:00,REGULAR,0004734634,0002833452                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/04/2020,22:00:00,REGULAR,0004734902,0002833588                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/05/2020,02:00:00,REGULAR,0004734922,0002833613                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/05/2020,06:00:00,REGULAR,0004734924,0002833621                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/05/2020,10:00:00,REGULAR,0004734951,0002833966                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/05/2020,14:00:00,REGULAR,0004735047,0002834168                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/05/2020,18:00:00,REGULAR,0004735377,0002834413                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/05/2020,22:00:00,REGULAR,0004735631,0002834569                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/06/2020,02:00:00,REGULAR,0004735650,0002834584                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/06/2020,06:00:00,REGULAR,0004735650,0002834592                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/06/2020,10:00:00,REGULAR,0004735677,0002834930                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/06/2020,14:00:00,REGULAR,0004735741,0002835160                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/06/2020,18:00:00,REGULAR,0004736074,0002835341                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/06/2020,22:00:00,REGULAR,0004736332,0002835481                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/07/2020,02:00:00,REGULAR,0004736352,0002835517                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/07/2020,06:00:00,REGULAR,0004736352,0002835522                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/07/2020,10:00:00,REGULAR,0004736384,0002835801                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/07/2020,14:00:00,REGULAR,0004736479,0002836044                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/07/2020,18:00:00,REGULAR,0004736778,0002836299                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,02/07/2020,22:00:00,REGULAR,0004736962,0002836467                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/01/2020,02:00:00,REGULAR,1309675358,0537824675                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/01/2020,06:00:00,REGULAR,1309675361,0537824677                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/01/2020,10:00:00,REGULAR,1309675371,0537824699                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/01/2020,14:00:00,REGULAR,1309675427,0537824784                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/01/2020,18:00:00,REGULAR,1309675527,0537824865                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/01/2020,22:00:00,REGULAR,1309675574,0537824937                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/02/2020,02:00:00,REGULAR,1309675591,0537824975                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/02/2020,06:00:00,REGULAR,1309675598,0537824983                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/02/2020,10:00:00,REGULAR,1309675607,0537825008                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/02/2020,14:00:00,REGULAR,1309675643,0537825075                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/02/2020,18:00:00,REGULAR,1309675719,0537825177                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/02/2020,22:00:00,REGULAR,1309675754,0537825224                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/03/2020,02:00:00,REGULAR,1309675781,0537825243                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/03/2020,06:00:00,REGULAR,1309675783,0537825249                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/03/2020,10:00:00,REGULAR,1309675804,0537825485                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/03/2020,14:00:00,REGULAR,1309675877,0537825618                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/03/2020,18:00:00,REGULAR,1309676162,0537825734                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/03/2020,22:00:00,REGULAR,1309676363,0537825794                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/04/2020,02:00:00,REGULAR,1309676375,0537825811                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/04/2020,06:00:00,REGULAR,1309676375,0537825817                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/04/2020,10:00:00,REGULAR,1309676407,0537826054                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/04/2020,14:00:00,REGULAR,1309676465,0537826204                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/04/2020,18:00:00,REGULAR,1309676769,0537826328                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/04/2020,22:00:00,REGULAR,1309677002,0537826408                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/05/2020,02:00:00,REGULAR,1309677013,0537826423                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/05/2020,06:00:00,REGULAR,1309677013,0537826427                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/05/2020,10:00:00,REGULAR,1309677038,0537826650                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/05/2020,14:00:00,REGULAR,1309677114,0537826786                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/05/2020,18:00:00,REGULAR,1309677405,0537826907                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/05/2020,22:00:00,REGULAR,1309677621,0537826967                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/06/2020,02:00:00,REGULAR,1309677648,0537826982                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/06/2020,06:00:00,REGULAR,1309677650,0537826987                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/06/2020,10:00:00,REGULAR,1309677677,0537827218                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/06/2020,14:00:00,REGULAR,1309677729,0537827349                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/06/2020,18:00:00,REGULAR,1309678051,0537827475                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/06/2020,22:00:00,REGULAR,1309678248,0537827563                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/07/2020,02:00:00,REGULAR,1309678263,0537827590                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/07/2020,06:00:00,REGULAR,1309678264,0537827596                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/07/2020,10:00:00,REGULAR,1309678282,0537827805                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/07/2020,14:00:00,REGULAR,1309678365,0537827927                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/07/2020,18:00:00,REGULAR,1309678667,0537828053                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,02/07/2020,22:00:00,REGULAR,1309678853,0537828155                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/01/2020,02:00:00,REGULAR,1662487126,1141633062                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/01/2020,06:00:00,REGULAR,1662487128,1141633068                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/01/2020,10:00:00,REGULAR,1662487145,1141633103                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/01/2020,14:00:00,REGULAR,1662487211,1141633163                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/01/2020,18:00:00,REGULAR,1662487339,1141633240                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/01/2020,22:00:00,REGULAR,1662487424,1141633300                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/02/2020,02:00:00,REGULAR,1662487442,1141633331                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/02/2020,06:00:00,REGULAR,1662487443,1141633341                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/02/2020,10:00:00,REGULAR,1662487453,1141633352                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/02/2020,14:00:00,REGULAR,1662487499,1141633399                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/02/2020,18:00:00,REGULAR,1662487614,1141633474                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/02/2020,22:00:00,REGULAR,1662487655,1141633511                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/03/2020,02:00:00,REGULAR,1662487684,1141633524                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/03/2020,06:00:00,REGULAR,1662487685,1141633527                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/03/2020,10:00:00,REGULAR,1662487758,1141633734                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/03/2020,14:00:00,REGULAR,1662487878,1141633845                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/03/2020,18:00:00,REGULAR,1662488329,1141633924                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/03/2020,22:00:00,REGULAR,1662488691,1141633963                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/04/2020,02:00:00,REGULAR,1662488707,1141633976                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/04/2020,06:00:00,REGULAR,1662488708,1141633984                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/04/2020,10:00:00,REGULAR,1662488773,1141634228                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/04/2020,14:00:00,REGULAR,1662488885,1141634345                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/04/2020,18:00:00,REGULAR,1662489397,1141634418                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/04/2020,22:00:00,REGULAR,1662489725,1141634457                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/05/2020,02:00:00,REGULAR,1662489742,1141634464                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/05/2020,06:00:00,REGULAR,1662489745,1141634469                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/05/2020,10:00:00,REGULAR,1662489821,1141634707                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/05/2020,14:00:00,REGULAR,1662489956,1141634825                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,02/05/2020,18:00:00,REGULAR,1662490454,1141634920                                       
